"","date","location","sensor","smoothing","value","season_year","season","days_into_season"
"29",2022-01-01 14:00:00,"myron","beaco2n","raw",NA,"2022","Winter",31.5833333333333
"30",2022-01-01 14:00:00,"myron","res","raw",NA,"2022","Winter",31.5833333333333
"31",2022-01-01 15:00:00,"myron","aqs","raw",0.178,"2022","Winter",31.625
"32",2022-01-01 15:00:00,"myron","beaco2n","raw",NA,"2022","Winter",31.625
"33",2022-01-01 15:00:00,"myron","res","raw",NA,"2022","Winter",31.625
"34",2022-01-01 16:00:00,"myron","aqs","raw",0.18,"2022","Winter",31.6666666666667
"35",2022-01-01 16:00:00,"myron","beaco2n","raw",NA,"2022","Winter",31.6666666666667
"36",2022-01-01 16:00:00,"myron","res","raw",NA,"2022","Winter",31.6666666666667
"37",2022-01-01 17:00:00,"myron","aqs","raw",0.177,"2022","Winter",31.7083333333333
"38",2022-01-01 17:00:00,"myron","beaco2n","raw",NA,"2022","Winter",31.7083333333333
"39",2022-01-01 17:00:00,"myron","res","raw",NA,"2022","Winter",31.7083333333333
"40",2022-01-01 18:00:00,"myron","aqs","raw",0.199,"2022","Winter",31.75
"41",2022-01-01 18:00:00,"myron","beaco2n","raw",NA,"2022","Winter",31.75
"42",2022-01-01 18:00:00,"myron","res","raw",NA,"2022","Winter",31.75
"43",2022-01-01 19:00:00,"myron","aqs","raw",0.194,"2022","Winter",31.7916666666667
"44",2022-01-01 19:00:00,"myron","beaco2n","raw",NA,"2022","Winter",31.7916666666667
"45",2022-01-01 19:00:00,"myron","res","raw",NA,"2022","Winter",31.7916666666667
"46",2022-01-01 20:00:00,"myron","aqs","raw",0.231,"2022","Winter",31.8333333333333
"47",2022-01-01 20:00:00,"myron","beaco2n","raw",NA,"2022","Winter",31.8333333333333
"48",2022-01-01 20:00:00,"myron","res","raw",NA,"2022","Winter",31.8333333333333
"49",2022-01-01 21:00:00,"myron","aqs","raw",0.213,"2022","Winter",31.875
"50",2022-01-01 21:00:00,"myron","beaco2n","raw",NA,"2022","Winter",31.875
"51",2022-01-01 21:00:00,"myron","res","raw",NA,"2022","Winter",31.875
"52",2022-01-01 22:00:00,"myron","aqs","raw",0.26,"2022","Winter",31.9166666666667
"53",2022-01-01 22:00:00,"myron","beaco2n","raw",NA,"2022","Winter",31.9166666666667
"54",2022-01-01 22:00:00,"myron","res","raw",NA,"2022","Winter",31.9166666666667
"55",2022-01-01 23:00:00,"myron","aqs","raw",0.276,"2022","Winter",31.9583333333333
"56",2022-01-01 23:00:00,"myron","beaco2n","raw",NA,"2022","Winter",31.9583333333333
"57",2022-01-01 23:00:00,"myron","res","raw",NA,"2022","Winter",31.9583333333333
"58",2022-01-02,"myron","aqs","raw",0.256,"2022","Winter",32
"59",2022-01-02,"myron","beaco2n","raw",NA,"2022","Winter",32
"60",2022-01-02,"myron","res","raw",NA,"2022","Winter",32
"61",2022-01-02 01:00:00,"myron","aqs","raw",0.328,"2022","Winter",32.0416666666667
"62",2022-01-02 01:00:00,"myron","beaco2n","raw",NA,"2022","Winter",32.0416666666667
"63",2022-01-02 01:00:00,"myron","res","raw",NA,"2022","Winter",32.0416666666667
"64",2022-01-02 02:00:00,"myron","aqs","raw",0.371,"2022","Winter",32.0833333333333
"65",2022-01-02 02:00:00,"myron","beaco2n","raw",NA,"2022","Winter",32.0833333333333
"66",2022-01-02 02:00:00,"myron","res","raw",NA,"2022","Winter",32.0833333333333
"67",2022-01-02 03:00:00,"myron","aqs","raw",0.336,"2022","Winter",32.125
"68",2022-01-02 03:00:00,"myron","beaco2n","raw",NA,"2022","Winter",32.125
"69",2022-01-02 03:00:00,"myron","res","raw",NA,"2022","Winter",32.125
"70",2022-01-02 04:00:00,"myron","aqs","raw",0.352,"2022","Winter",32.1666666666667
"71",2022-01-02 04:00:00,"myron","beaco2n","raw",NA,"2022","Winter",32.1666666666667
"72",2022-01-02 04:00:00,"myron","res","raw",NA,"2022","Winter",32.1666666666667
"73",2022-01-02 05:00:00,"myron","aqs","raw",0.302,"2022","Winter",32.2083333333333
"74",2022-01-02 05:00:00,"myron","beaco2n","raw",NA,"2022","Winter",32.2083333333333
"75",2022-01-02 05:00:00,"myron","res","raw",NA,"2022","Winter",32.2083333333333
"76",2022-01-02 06:00:00,"myron","aqs","raw",0.285,"2022","Winter",32.25
"77",2022-01-02 06:00:00,"myron","beaco2n","raw",NA,"2022","Winter",32.25
"78",2022-01-02 06:00:00,"myron","res","raw",NA,"2022","Winter",32.25
"79",2022-01-02 07:00:00,"myron","aqs","raw",0.245,"2022","Winter",32.2916666666667
"80",2022-01-02 07:00:00,"myron","beaco2n","raw",NA,"2022","Winter",32.2916666666667
"81",2022-01-02 07:00:00,"myron","res","raw",NA,"2022","Winter",32.2916666666667
"82",2022-01-02 08:00:00,"myron","aqs","raw",0.228,"2022","Winter",32.3333333333333
"83",2022-01-02 08:00:00,"myron","beaco2n","raw",NA,"2022","Winter",32.3333333333333
"84",2022-01-02 08:00:00,"myron","res","raw",NA,"2022","Winter",32.3333333333333
"85",2022-01-02 09:00:00,"myron","aqs","raw",0.243,"2022","Winter",32.375
"86",2022-01-02 09:00:00,"myron","beaco2n","raw",NA,"2022","Winter",32.375
"87",2022-01-02 09:00:00,"myron","res","raw",NA,"2022","Winter",32.375
"88",2022-01-02 10:00:00,"myron","aqs","raw",0.32,"2022","Winter",32.4166666666667
"89",2022-01-02 10:00:00,"myron","beaco2n","raw",NA,"2022","Winter",32.4166666666667
"90",2022-01-02 10:00:00,"myron","res","raw",NA,"2022","Winter",32.4166666666667
"91",2022-01-02 11:00:00,"myron","aqs","raw",0.319,"2022","Winter",32.4583333333333
"92",2022-01-02 11:00:00,"myron","beaco2n","raw",NA,"2022","Winter",32.4583333333333
"93",2022-01-02 11:00:00,"myron","res","raw",NA,"2022","Winter",32.4583333333333
"94",2022-01-02 12:00:00,"myron","aqs","raw",0.324,"2022","Winter",32.5
"95",2022-01-02 12:00:00,"myron","beaco2n","raw",NA,"2022","Winter",32.5
"96",2022-01-02 12:00:00,"myron","res","raw",NA,"2022","Winter",32.5
"97",2022-01-02 13:00:00,"myron","aqs","raw",0.323,"2022","Winter",32.5416666666667
"98",2022-01-02 13:00:00,"myron","beaco2n","raw",NA,"2022","Winter",32.5416666666667
"99",2022-01-02 13:00:00,"myron","res","raw",NA,"2022","Winter",32.5416666666667
"100",2022-01-02 14:00:00,"myron","aqs","raw",0.344,"2022","Winter",32.5833333333333
"101",2022-01-02 14:00:00,"myron","beaco2n","raw",NA,"2022","Winter",32.5833333333333
"102",2022-01-02 14:00:00,"myron","res","raw",NA,"2022","Winter",32.5833333333333
"103",2022-01-02 15:00:00,"myron","aqs","raw",0.392,"2022","Winter",32.625
"104",2022-01-02 15:00:00,"myron","beaco2n","raw",NA,"2022","Winter",32.625
"105",2022-01-02 15:00:00,"myron","res","raw",NA,"2022","Winter",32.625
"106",2022-01-02 16:00:00,"myron","aqs","raw",0.428,"2022","Winter",32.6666666666667
"107",2022-01-02 16:00:00,"myron","beaco2n","raw",NA,"2022","Winter",32.6666666666667
"108",2022-01-02 16:00:00,"myron","res","raw",NA,"2022","Winter",32.6666666666667
"109",2022-01-02 17:00:00,"myron","aqs","raw",0.418,"2022","Winter",32.7083333333333
"110",2022-01-02 17:00:00,"myron","beaco2n","raw",NA,"2022","Winter",32.7083333333333
"111",2022-01-02 17:00:00,"myron","res","raw",NA,"2022","Winter",32.7083333333333
"112",2022-01-02 18:00:00,"myron","aqs","raw",0.457,"2022","Winter",32.75
"113",2022-01-02 18:00:00,"myron","beaco2n","raw",NA,"2022","Winter",32.75
"114",2022-01-02 18:00:00,"myron","res","raw",NA,"2022","Winter",32.75
"115",2022-01-02 19:00:00,"myron","aqs","raw",0.484,"2022","Winter",32.7916666666667
"116",2022-01-02 19:00:00,"myron","beaco2n","raw",NA,"2022","Winter",32.7916666666667
"117",2022-01-02 19:00:00,"myron","res","raw",NA,"2022","Winter",32.7916666666667
"118",2022-01-02 20:00:00,"myron","aqs","raw",0.442,"2022","Winter",32.8333333333333
"119",2022-01-02 20:00:00,"myron","beaco2n","raw",NA,"2022","Winter",32.8333333333333
"120",2022-01-02 20:00:00,"myron","res","raw",NA,"2022","Winter",32.8333333333333
"121",2022-01-02 21:00:00,"myron","aqs","raw",0.277,"2022","Winter",32.875
"122",2022-01-02 21:00:00,"myron","beaco2n","raw",NA,"2022","Winter",32.875
"123",2022-01-02 21:00:00,"myron","res","raw",NA,"2022","Winter",32.875
"124",2022-01-02 22:00:00,"myron","aqs","raw",0.281,"2022","Winter",32.9166666666667
"125",2022-01-02 22:00:00,"myron","beaco2n","raw",NA,"2022","Winter",32.9166666666667
"126",2022-01-02 22:00:00,"myron","res","raw",NA,"2022","Winter",32.9166666666667
"127",2022-01-02 23:00:00,"myron","aqs","raw",0.269,"2022","Winter",32.9583333333333
"128",2022-01-02 23:00:00,"myron","beaco2n","raw",NA,"2022","Winter",32.9583333333333
"129",2022-01-02 23:00:00,"myron","res","raw",NA,"2022","Winter",32.9583333333333
"130",2022-01-03,"myron","aqs","raw",0.221,"2022","Winter",33
"131",2022-01-03,"myron","beaco2n","raw",NA,"2022","Winter",33
"132",2022-01-03,"myron","res","raw",NA,"2022","Winter",33
"133",2022-01-03 01:00:00,"myron","aqs","raw",0.175,"2022","Winter",33.0416666666667
"134",2022-01-03 01:00:00,"myron","beaco2n","raw",NA,"2022","Winter",33.0416666666667
"135",2022-01-03 01:00:00,"myron","res","raw",NA,"2022","Winter",33.0416666666667
"136",2022-01-03 02:00:00,"myron","aqs","raw",0.166,"2022","Winter",33.0833333333333
"137",2022-01-03 02:00:00,"myron","beaco2n","raw",NA,"2022","Winter",33.0833333333333
"138",2022-01-03 02:00:00,"myron","res","raw",NA,"2022","Winter",33.0833333333333
"139",2022-01-03 03:00:00,"myron","aqs","raw",0.169,"2022","Winter",33.125
"140",2022-01-03 03:00:00,"myron","beaco2n","raw",NA,"2022","Winter",33.125
"141",2022-01-03 03:00:00,"myron","res","raw",NA,"2022","Winter",33.125
"142",2022-01-03 04:00:00,"myron","aqs","raw",0.17,"2022","Winter",33.1666666666667
"143",2022-01-03 04:00:00,"myron","beaco2n","raw",NA,"2022","Winter",33.1666666666667
"144",2022-01-03 04:00:00,"myron","res","raw",NA,"2022","Winter",33.1666666666667
"145",2022-01-03 07:00:00,"myron","aqs","raw",0.168,"2022","Winter",33.2916666666667
"146",2022-01-03 07:00:00,"myron","beaco2n","raw",NA,"2022","Winter",33.2916666666667
"147",2022-01-03 07:00:00,"myron","res","raw",NA,"2022","Winter",33.2916666666667
"148",2022-01-03 08:00:00,"myron","aqs","raw",0.172,"2022","Winter",33.3333333333333
"149",2022-01-03 08:00:00,"myron","beaco2n","raw",NA,"2022","Winter",33.3333333333333
"150",2022-01-03 08:00:00,"myron","res","raw",NA,"2022","Winter",33.3333333333333
"151",2022-01-03 09:00:00,"myron","aqs","raw",0.168,"2022","Winter",33.375
"152",2022-01-03 09:00:00,"myron","beaco2n","raw",NA,"2022","Winter",33.375
"153",2022-01-03 09:00:00,"myron","res","raw",NA,"2022","Winter",33.375
"154",2022-01-03 10:00:00,"myron","aqs","raw",0.162,"2022","Winter",33.4166666666667
"155",2022-01-03 10:00:00,"myron","beaco2n","raw",NA,"2022","Winter",33.4166666666667
"156",2022-01-03 10:00:00,"myron","res","raw",NA,"2022","Winter",33.4166666666667
"157",2022-01-03 11:00:00,"myron","aqs","raw",0.176,"2022","Winter",33.4583333333333
"158",2022-01-03 11:00:00,"myron","beaco2n","raw",NA,"2022","Winter",33.4583333333333
"159",2022-01-03 11:00:00,"myron","res","raw",NA,"2022","Winter",33.4583333333333
"160",2022-01-03 12:00:00,"myron","aqs","raw",0.178,"2022","Winter",33.5
"161",2022-01-03 12:00:00,"myron","beaco2n","raw",NA,"2022","Winter",33.5
"162",2022-01-03 12:00:00,"myron","res","raw",NA,"2022","Winter",33.5
"163",2022-01-03 13:00:00,"myron","aqs","raw",0.177,"2022","Winter",33.5416666666667
"164",2022-01-03 13:00:00,"myron","beaco2n","raw",NA,"2022","Winter",33.5416666666667
"165",2022-01-03 13:00:00,"myron","res","raw",NA,"2022","Winter",33.5416666666667
"166",2022-01-03 14:00:00,"myron","aqs","raw",0.172,"2022","Winter",33.5833333333333
"167",2022-01-03 14:00:00,"myron","beaco2n","raw",NA,"2022","Winter",33.5833333333333
"168",2022-01-03 14:00:00,"myron","res","raw",NA,"2022","Winter",33.5833333333333
"169",2022-01-03 15:00:00,"myron","aqs","raw",0.174,"2022","Winter",33.625
"170",2022-01-03 15:00:00,"myron","beaco2n","raw",NA,"2022","Winter",33.625
"171",2022-01-03 15:00:00,"myron","res","raw",NA,"2022","Winter",33.625
"172",2022-01-03 16:00:00,"myron","aqs","raw",0.184,"2022","Winter",33.6666666666667
"173",2022-01-03 16:00:00,"myron","beaco2n","raw",NA,"2022","Winter",33.6666666666667
"174",2022-01-03 16:00:00,"myron","res","raw",NA,"2022","Winter",33.6666666666667
"175",2022-01-03 17:00:00,"myron","aqs","raw",0.193,"2022","Winter",33.7083333333333
"176",2022-01-03 17:00:00,"myron","beaco2n","raw",NA,"2022","Winter",33.7083333333333
"177",2022-01-03 17:00:00,"myron","res","raw",NA,"2022","Winter",33.7083333333333
"178",2022-01-03 18:00:00,"myron","aqs","raw",0.207,"2022","Winter",33.75
"179",2022-01-03 18:00:00,"myron","beaco2n","raw",NA,"2022","Winter",33.75
"180",2022-01-03 18:00:00,"myron","res","raw",NA,"2022","Winter",33.75
"181",2022-01-03 19:00:00,"myron","aqs","raw",0.219,"2022","Winter",33.7916666666667
"182",2022-01-03 19:00:00,"myron","beaco2n","raw",NA,"2022","Winter",33.7916666666667
"183",2022-01-03 19:00:00,"myron","res","raw",NA,"2022","Winter",33.7916666666667
"184",2022-01-03 20:00:00,"myron","aqs","raw",0.222,"2022","Winter",33.8333333333333
"185",2022-01-03 20:00:00,"myron","beaco2n","raw",NA,"2022","Winter",33.8333333333333
"186",2022-01-03 20:00:00,"myron","res","raw",NA,"2022","Winter",33.8333333333333
"187",2022-01-03 21:00:00,"myron","aqs","raw",0.211,"2022","Winter",33.875
"188",2022-01-03 21:00:00,"myron","beaco2n","raw",NA,"2022","Winter",33.875
"189",2022-01-03 21:00:00,"myron","res","raw",NA,"2022","Winter",33.875
"190",2022-01-03 22:00:00,"myron","aqs","raw",0.205,"2022","Winter",33.9166666666667
"191",2022-01-03 22:00:00,"myron","beaco2n","raw",NA,"2022","Winter",33.9166666666667
"192",2022-01-03 22:00:00,"myron","res","raw",NA,"2022","Winter",33.9166666666667
"193",2022-01-03 23:00:00,"myron","aqs","raw",0.194,"2022","Winter",33.9583333333333
"194",2022-01-03 23:00:00,"myron","beaco2n","raw",NA,"2022","Winter",33.9583333333333
"195",2022-01-03 23:00:00,"myron","res","raw",NA,"2022","Winter",33.9583333333333
"196",2022-01-04,"myron","aqs","raw",0.206,"2022","Winter",34
"197",2022-01-04,"myron","beaco2n","raw",NA,"2022","Winter",34
"198",2022-01-04,"myron","res","raw",NA,"2022","Winter",34
"199",2022-01-04 01:00:00,"myron","aqs","raw",0.216,"2022","Winter",34.0416666666667
"200",2022-01-04 01:00:00,"myron","beaco2n","raw",NA,"2022","Winter",34.0416666666667
"201",2022-01-04 01:00:00,"myron","res","raw",NA,"2022","Winter",34.0416666666667
"202",2022-01-04 02:00:00,"myron","aqs","raw",0.209,"2022","Winter",34.0833333333333
"203",2022-01-04 02:00:00,"myron","beaco2n","raw",NA,"2022","Winter",34.0833333333333
"204",2022-01-04 02:00:00,"myron","res","raw",NA,"2022","Winter",34.0833333333333
"205",2022-01-04 03:00:00,"myron","aqs","raw",0.207,"2022","Winter",34.125
"206",2022-01-04 03:00:00,"myron","beaco2n","raw",NA,"2022","Winter",34.125
"207",2022-01-04 03:00:00,"myron","res","raw",NA,"2022","Winter",34.125
"208",2022-01-04 04:00:00,"myron","aqs","raw",0.171,"2022","Winter",34.1666666666667
"209",2022-01-04 04:00:00,"myron","beaco2n","raw",NA,"2022","Winter",34.1666666666667
"210",2022-01-04 04:00:00,"myron","res","raw",NA,"2022","Winter",34.1666666666667
"211",2022-01-04 05:00:00,"myron","aqs","raw",0.177,"2022","Winter",34.2083333333333
"212",2022-01-04 05:00:00,"myron","beaco2n","raw",NA,"2022","Winter",34.2083333333333
"213",2022-01-04 05:00:00,"myron","res","raw",NA,"2022","Winter",34.2083333333333
"214",2022-01-04 06:00:00,"myron","aqs","raw",0.176,"2022","Winter",34.25
"215",2022-01-04 06:00:00,"myron","beaco2n","raw",NA,"2022","Winter",34.25
"216",2022-01-04 06:00:00,"myron","res","raw",NA,"2022","Winter",34.25
"217",2022-01-04 07:00:00,"myron","aqs","raw",0.169,"2022","Winter",34.2916666666667
"218",2022-01-04 07:00:00,"myron","beaco2n","raw",NA,"2022","Winter",34.2916666666667
"219",2022-01-04 07:00:00,"myron","res","raw",NA,"2022","Winter",34.2916666666667
"220",2022-01-04 08:00:00,"myron","aqs","raw",0.164,"2022","Winter",34.3333333333333
"221",2022-01-04 08:00:00,"myron","beaco2n","raw",NA,"2022","Winter",34.3333333333333
"222",2022-01-04 08:00:00,"myron","res","raw",NA,"2022","Winter",34.3333333333333
"223",2022-01-04 09:00:00,"myron","aqs","raw",0.167,"2022","Winter",34.375
"224",2022-01-04 09:00:00,"myron","beaco2n","raw",NA,"2022","Winter",34.375
"225",2022-01-04 09:00:00,"myron","res","raw",NA,"2022","Winter",34.375
"226",2022-01-04 10:00:00,"myron","aqs","raw",0.17,"2022","Winter",34.4166666666667
"227",2022-01-04 10:00:00,"myron","beaco2n","raw",NA,"2022","Winter",34.4166666666667
"228",2022-01-04 10:00:00,"myron","res","raw",NA,"2022","Winter",34.4166666666667
"229",2022-01-04 11:00:00,"myron","aqs","raw",0.195,"2022","Winter",34.4583333333333
"230",2022-01-04 11:00:00,"myron","beaco2n","raw",NA,"2022","Winter",34.4583333333333
"231",2022-01-04 11:00:00,"myron","res","raw",NA,"2022","Winter",34.4583333333333
"232",2022-01-04 12:00:00,"myron","aqs","raw",0.209,"2022","Winter",34.5
"233",2022-01-04 12:00:00,"myron","beaco2n","raw",NA,"2022","Winter",34.5
"234",2022-01-04 12:00:00,"myron","res","raw",NA,"2022","Winter",34.5
"235",2022-01-04 13:00:00,"myron","aqs","raw",0.203,"2022","Winter",34.5416666666667
"236",2022-01-04 13:00:00,"myron","beaco2n","raw",NA,"2022","Winter",34.5416666666667
"237",2022-01-04 13:00:00,"myron","res","raw",NA,"2022","Winter",34.5416666666667
"238",2022-01-04 14:00:00,"myron","aqs","raw",0.171,"2022","Winter",34.5833333333333
"239",2022-01-04 14:00:00,"myron","beaco2n","raw",NA,"2022","Winter",34.5833333333333
"240",2022-01-04 14:00:00,"myron","res","raw",NA,"2022","Winter",34.5833333333333
"241",2022-01-04 15:00:00,"myron","aqs","raw",0.167,"2022","Winter",34.625
"242",2022-01-04 15:00:00,"myron","beaco2n","raw",NA,"2022","Winter",34.625
"243",2022-01-04 15:00:00,"myron","res","raw",NA,"2022","Winter",34.625
"244",2022-01-04 16:00:00,"myron","aqs","raw",0.169,"2022","Winter",34.6666666666667
"245",2022-01-04 16:00:00,"myron","beaco2n","raw",NA,"2022","Winter",34.6666666666667
"246",2022-01-04 16:00:00,"myron","res","raw",NA,"2022","Winter",34.6666666666667
"247",2022-01-04 17:00:00,"myron","aqs","raw",0.174,"2022","Winter",34.7083333333333
"248",2022-01-04 17:00:00,"myron","beaco2n","raw",NA,"2022","Winter",34.7083333333333
"249",2022-01-04 17:00:00,"myron","res","raw",NA,"2022","Winter",34.7083333333333
"250",2022-01-04 18:00:00,"myron","aqs","raw",0.184,"2022","Winter",34.75
"251",2022-01-04 18:00:00,"myron","beaco2n","raw",NA,"2022","Winter",34.75
"252",2022-01-04 18:00:00,"myron","res","raw",NA,"2022","Winter",34.75
"253",2022-01-04 19:00:00,"myron","aqs","raw",0.173,"2022","Winter",34.7916666666667
"254",2022-01-04 19:00:00,"myron","beaco2n","raw",NA,"2022","Winter",34.7916666666667
"255",2022-01-04 19:00:00,"myron","res","raw",NA,"2022","Winter",34.7916666666667
"256",2022-01-04 20:00:00,"myron","aqs","raw",0.187,"2022","Winter",34.8333333333333
"257",2022-01-04 20:00:00,"myron","beaco2n","raw",NA,"2022","Winter",34.8333333333333
"258",2022-01-04 20:00:00,"myron","res","raw",NA,"2022","Winter",34.8333333333333
"259",2022-01-04 21:00:00,"myron","aqs","raw",0.224,"2022","Winter",34.875
"260",2022-01-04 21:00:00,"myron","beaco2n","raw",NA,"2022","Winter",34.875
"261",2022-01-04 21:00:00,"myron","res","raw",NA,"2022","Winter",34.875
"262",2022-01-04 22:00:00,"myron","aqs","raw",0.249,"2022","Winter",34.9166666666667
"263",2022-01-04 22:00:00,"myron","beaco2n","raw",NA,"2022","Winter",34.9166666666667
"264",2022-01-04 22:00:00,"myron","res","raw",NA,"2022","Winter",34.9166666666667
"265",2022-01-04 23:00:00,"myron","aqs","raw",0.231,"2022","Winter",34.9583333333333
"266",2022-01-04 23:00:00,"myron","beaco2n","raw",NA,"2022","Winter",34.9583333333333
"267",2022-01-04 23:00:00,"myron","res","raw",NA,"2022","Winter",34.9583333333333
"268",2022-01-05,"myron","aqs","raw",0.257,"2022","Winter",35
"269",2022-01-05,"myron","beaco2n","raw",NA,"2022","Winter",35
"270",2022-01-05,"myron","res","raw",NA,"2022","Winter",35
"271",2022-01-05 01:00:00,"myron","aqs","raw",0.27,"2022","Winter",35.0416666666667
"272",2022-01-05 01:00:00,"myron","beaco2n","raw",NA,"2022","Winter",35.0416666666667
"273",2022-01-05 01:00:00,"myron","res","raw",NA,"2022","Winter",35.0416666666667
"274",2022-01-05 02:00:00,"myron","aqs","raw",0.267,"2022","Winter",35.0833333333333
"275",2022-01-05 02:00:00,"myron","beaco2n","raw",NA,"2022","Winter",35.0833333333333
"276",2022-01-05 02:00:00,"myron","res","raw",NA,"2022","Winter",35.0833333333333
"277",2022-01-05 03:00:00,"myron","aqs","raw",0.28,"2022","Winter",35.125
"278",2022-01-05 03:00:00,"myron","beaco2n","raw",NA,"2022","Winter",35.125
"279",2022-01-05 03:00:00,"myron","res","raw",NA,"2022","Winter",35.125
"280",2022-01-05 04:00:00,"myron","aqs","raw",0.334,"2022","Winter",35.1666666666667
"281",2022-01-05 04:00:00,"myron","beaco2n","raw",NA,"2022","Winter",35.1666666666667
"282",2022-01-05 04:00:00,"myron","res","raw",NA,"2022","Winter",35.1666666666667
"283",2022-01-05 05:00:00,"myron","aqs","raw",0.28,"2022","Winter",35.2083333333333
"284",2022-01-05 05:00:00,"myron","beaco2n","raw",NA,"2022","Winter",35.2083333333333
"285",2022-01-05 05:00:00,"myron","res","raw",NA,"2022","Winter",35.2083333333333
"286",2022-01-05 06:00:00,"myron","aqs","raw",0.262,"2022","Winter",35.25
"287",2022-01-05 06:00:00,"myron","beaco2n","raw",NA,"2022","Winter",35.25
"288",2022-01-05 06:00:00,"myron","res","raw",NA,"2022","Winter",35.25
"289",2022-01-05 07:00:00,"myron","aqs","raw",0.282,"2022","Winter",35.2916666666667
"290",2022-01-05 07:00:00,"myron","beaco2n","raw",NA,"2022","Winter",35.2916666666667
"291",2022-01-05 07:00:00,"myron","res","raw",NA,"2022","Winter",35.2916666666667
"292",2022-01-05 08:00:00,"myron","aqs","raw",0.312,"2022","Winter",35.3333333333333
"293",2022-01-05 08:00:00,"myron","beaco2n","raw",NA,"2022","Winter",35.3333333333333
"294",2022-01-05 08:00:00,"myron","res","raw",NA,"2022","Winter",35.3333333333333
"295",2022-01-05 09:00:00,"myron","aqs","raw",0.331,"2022","Winter",35.375
"296",2022-01-05 09:00:00,"myron","beaco2n","raw",NA,"2022","Winter",35.375
"297",2022-01-05 09:00:00,"myron","res","raw",NA,"2022","Winter",35.375
"298",2022-01-05 10:00:00,"myron","aqs","raw",0.361,"2022","Winter",35.4166666666667
"299",2022-01-05 10:00:00,"myron","beaco2n","raw",NA,"2022","Winter",35.4166666666667
"300",2022-01-05 10:00:00,"myron","res","raw",NA,"2022","Winter",35.4166666666667
"301",2022-01-05 11:00:00,"myron","aqs","raw",0.361,"2022","Winter",35.4583333333333
"302",2022-01-05 11:00:00,"myron","beaco2n","raw",NA,"2022","Winter",35.4583333333333
"303",2022-01-05 11:00:00,"myron","res","raw",NA,"2022","Winter",35.4583333333333
"304",2022-01-05 12:00:00,"myron","aqs","raw",0.513,"2022","Winter",35.5
"305",2022-01-05 12:00:00,"myron","beaco2n","raw",NA,"2022","Winter",35.5
"306",2022-01-05 12:00:00,"myron","res","raw",NA,"2022","Winter",35.5
"307",2022-01-05 13:00:00,"myron","aqs","raw",0.273,"2022","Winter",35.5416666666667
"308",2022-01-05 13:00:00,"myron","beaco2n","raw",NA,"2022","Winter",35.5416666666667
"309",2022-01-05 13:00:00,"myron","res","raw",NA,"2022","Winter",35.5416666666667
"310",2022-01-05 14:00:00,"myron","aqs","raw",0.159,"2022","Winter",35.5833333333333
"311",2022-01-05 14:00:00,"myron","beaco2n","raw",NA,"2022","Winter",35.5833333333333
