local_timestamp,epoch,datetime,node_file_id,node_id
2017-07-26 13:00:00,1501099200.0,2017-07-26 20:00:00,870923,103
2017-07-26 14:00:00,1501102800.0,2017-07-26 21:00:00,870930,103
2017-07-26 15:00:00,1501106400.0,2017-07-26 22:00:00,870927,103
2017-07-26 16:00:00,1501110000.0,2017-07-26 23:00:00,870929,103
2017-07-26 17:00:00,1501113600.0,2017-07-27 00:00:00,870958,103
2017-07-26 18:00:00,1501117200.0,2017-07-27 01:00:00,870961,103
2017-07-26 19:00:00,1501120800.0,2017-07-27 02:00:00,870965,103
2017-07-26 20:00:00,1501124400.0,2017-07-27 03:00:00,870967,103
2017-07-26 21:00:00,1501128000.0,2017-07-27 04:00:00,870969,103
2017-07-26 22:00:00,1501131600.0,2017-07-27 05:00:00,870964,103
2017-07-26 23:00:00,1501135200.0,2017-07-27 06:00:00,870956,103
2017-07-27 00:00:00,1501138800.0,2017-07-27 07:00:00,870976,103
2017-07-27 01:00:00,1501142400.0,2017-07-27 08:00:00,870954,103
2017-07-27 02:00:00,1501146000.0,2017-07-27 09:00:00,870974,103
2017-07-27 03:00:00,1501149600.0,2017-07-27 10:00:00,870970,103
2017-07-27 04:00:00,1501153200.0,2017-07-27 11:00:00,870975,103
2017-07-27 05:00:00,1501156800.0,2017-07-27 12:00:00,870977,103
2017-07-27 06:00:00,1501160400.0,2017-07-27 13:00:00,870955,103
2017-07-27 07:00:00,1501164000.0,2017-07-27 14:00:00,870962,103
2017-07-27 08:00:00,1501167600.0,2017-07-27 15:00:00,870966,103
2017-07-27 09:00:00,1501171200.0,2017-07-27 16:00:00,870960,103
2017-07-27 10:00:00,1501174800.0,2017-07-27 17:00:00,870959,103
2017-07-27 11:00:00,1501178400.0,2017-07-27 18:00:00,870972,103
2017-07-27 12:00:00,1501182000.0,2017-07-27 19:00:00,870957,103
2017-07-27 13:00:00,1501185600.0,2017-07-27 20:00:00,870973,103
2017-07-27 14:00:00,1501189200.0,2017-07-27 21:00:00,870963,103
2017-07-27 15:00:00,1501192800.0,2017-07-27 22:00:00,870971,103
2017-07-27 16:00:00,1501196400.0,2017-07-27 23:00:00,870968,103
2017-07-27 17:00:00,1501200000.0,2017-07-28 00:00:00,870931,103
2017-07-27 18:00:00,1501203600.0,2017-07-28 01:00:00,870938,103
2017-07-27 19:00:00,1501207200.0,2017-07-28 02:00:00,870933,103
2017-07-27 20:00:00,1501210800.0,2017-07-28 03:00:00,870935,103
2017-07-27 21:00:00,1501214400.0,2017-07-28 04:00:00,870943,103
2017-07-27 22:00:00,1501218000.0,2017-07-28 05:00:00,870951,103
2017-07-27 23:00:00,1501221600.0,2017-07-28 06:00:00,870934,103
2017-07-28 00:00:00,1501225200.0,2017-07-28 07:00:00,870934,103
2017-07-28 01:00:00,1501228800.0,2017-07-28 08:00:00,870944,103
2017-07-28 02:00:00,1501232400.0,2017-07-28 09:00:00,870936,103
2017-07-28 03:00:00,1501236000.0,2017-07-28 10:00:00,870952,103
2017-07-28 04:00:00,1501239600.0,2017-07-28 11:00:00,870948,103
2017-07-28 05:00:00,1501243200.0,2017-07-28 12:00:00,870941,103
2017-07-28 06:00:00,1501246800.0,2017-07-28 13:00:00,870940,103
2017-07-28 07:00:00,1501250400.0,2017-07-28 14:00:00,870946,103
2017-07-28 08:00:00,1501254000.0,2017-07-28 15:00:00,870950,103
2017-07-28 09:00:00,1501257600.0,2017-07-28 16:00:00,870937,103
2017-07-28 10:00:00,1501261200.0,2017-07-28 17:00:00,870945,103
2017-07-28 11:00:00,1501264800.0,2017-07-28 18:00:00,870949,103
2017-07-28 12:00:00,1501268400.0,2017-07-28 19:00:00,870939,103
2017-07-28 13:00:00,1501272000.0,2017-07-28 20:00:00,870953,103
2017-07-28 14:00:00,1501275600.0,2017-07-28 21:00:00,870942,103
2017-07-28 15:00:00,1501279200.0,2017-07-28 22:00:00,870932,103
2017-07-28 16:00:00,1501282800.0,2017-07-28 23:00:00,870947,103
2017-07-28 17:00:00,1501286400.0,2017-07-29 00:00:00,870868,103
2017-07-28 18:00:00,1501290000.0,2017-07-29 01:00:00,870867,103
2017-07-28 19:00:00,1501293600.0,2017-07-29 02:00:00,870876,103
2017-07-28 20:00:00,1501297200.0,2017-07-29 03:00:00,870864,103
2017-07-28 21:00:00,1501300800.0,2017-07-29 04:00:00,870860,103
2017-07-28 22:00:00,1501304400.0,2017-07-29 05:00:00,870862,103
2017-07-28 23:00:00,1501308000.0,2017-07-29 06:00:00,870858,103
2017-07-29 00:00:00,1501311600.0,2017-07-29 07:00:00,870870,103
2017-07-29 01:00:00,1501315200.0,2017-07-29 08:00:00,870857,103
2017-07-29 02:00:00,1501318800.0,2017-07-29 09:00:00,870875,103
2017-07-29 03:00:00,1501322400.0,2017-07-29 10:00:00,870873,103
2017-07-29 04:00:00,1501326000.0,2017-07-29 11:00:00,870871,103
2017-07-29 05:00:00,1501329600.0,2017-07-29 12:00:00,870878,103
2017-07-29 06:00:00,1501333200.0,2017-07-29 13:00:00,870859,103
2017-07-29 07:00:00,1501336800.0,2017-07-29 14:00:00,870872,103
2017-07-29 08:00:00,1501340400.0,2017-07-29 15:00:00,870877,103
2017-07-29 09:00:00,1501344000.0,2017-07-29 16:00:00,870865,103
2017-07-29 10:00:00,1501347600.0,2017-07-29 17:00:00,870866,103
2017-07-29 11:00:00,1501351200.0,2017-07-29 18:00:00,870879,103
2017-07-29 12:00:00,1501354800.0,2017-07-29 19:00:00,870869,103
2017-07-29 13:00:00,1501358400.0,2017-07-29 20:00:00,870880,103
2017-07-29 14:00:00,1501362000.0,2017-07-29 21:00:00,870861,103
2017-07-29 15:00:00,1501365600.0,2017-07-29 22:00:00,870874,103
2017-07-29 16:00:00,1501369200.0,2017-07-29 23:00:00,870863,103
2017-07-29 17:00:00,1501372800.0,2017-07-30 00:00:00,871064,103
2017-07-29 18:00:00,1501376400.0,2017-07-30 01:00:00,871056,103
2017-07-29 19:00:00,1501380000.0,2017-07-30 02:00:00,871057,103
2017-07-29 20:00:00,1501383600.0,2017-07-30 03:00:00,871062,103
2017-07-29 21:00:00,1501387200.0,2017-07-30 04:00:00,871063,103
2017-07-29 22:00:00,1501390800.0,2017-07-30 05:00:00,871051,103
2017-07-29 23:00:00,1501394400.0,2017-07-30 06:00:00,871065,103
2017-07-30 00:00:00,1501398000.0,2017-07-30 07:00:00,871066,103
2017-07-30 01:00:00,1501401600.0,2017-07-30 08:00:00,871053,103
2017-07-30 02:00:00,1501405200.0,2017-07-30 09:00:00,871049,103
2017-07-30 03:00:00,1501408800.0,2017-07-30 10:00:00,871054,103
2017-07-30 04:00:00,1501412400.0,2017-07-30 11:00:00,871059,103
2017-07-30 05:00:00,1501416000.0,2017-07-30 12:00:00,871069,103
2017-07-30 06:00:00,1501419600.0,2017-07-30 13:00:00,871070,103
2017-07-30 07:00:00,1501423200.0,2017-07-30 14:00:00,871050,103
2017-07-30 08:00:00,1501426800.0,2017-07-30 15:00:00,871068,103
2017-07-30 09:00:00,1501430400.0,2017-07-30 16:00:00,871067,103
2017-07-30 10:00:00,1501434000.0,2017-07-30 17:00:00,871060,103
2017-07-30 11:00:00,1501437600.0,2017-07-30 18:00:00,871048,103
2017-07-30 12:00:00,1501441200.0,2017-07-30 19:00:00,871047,103
2017-07-30 13:00:00,1501444800.0,2017-07-30 20:00:00,871058,103
2017-07-30 14:00:00,1501448400.0,2017-07-30 21:00:00,871052,103
2017-07-30 15:00:00,1501452000.0,2017-07-30 22:00:00,871061,103
2017-07-30 16:00:00,1501455600.0,2017-07-30 23:00:00,871055,103
2017-07-30 17:00:00,1501459200.0,2017-07-31 00:00:00,870905,103
2017-07-30 18:00:00,1501462800.0,2017-07-31 01:00:00,870883,103
2017-07-30 19:00:00,1501466400.0,2017-07-31 02:00:00,870904,103
2017-07-30 20:00:00,1501470000.0,2017-07-31 03:00:00,870903,103
2017-07-30 21:00:00,1501473600.0,2017-07-31 04:00:00,870884,103
2017-07-30 22:00:00,1501477200.0,2017-07-31 05:00:00,870885,103
2017-07-30 23:00:00,1501480800.0,2017-07-31 06:00:00,870894,103
2017-07-31 00:00:00,1501484400.0,2017-07-31 07:00:00,870902,103
2017-07-31 01:00:00,1501488000.0,2017-07-31 08:00:00,870887,103
2017-07-31 02:00:00,1501491600.0,2017-07-31 09:00:00,870889,103
2017-07-31 03:00:00,1501495200.0,2017-07-31 10:00:00,870890,103
2017-07-31 04:00:00,1501498800.0,2017-07-31 11:00:00,870892,103
2017-07-31 05:00:00,1501502400.0,2017-07-31 12:00:00,870888,103
2017-07-31 06:00:00,1501506000.0,2017-07-31 13:00:00,870897,103
2017-07-31 07:00:00,1501509600.0,2017-07-31 14:00:00,870886,103
2017-07-31 08:00:00,1501513200.0,2017-07-31 15:00:00,870898,103
2017-07-31 09:00:00,1501516800.0,2017-07-31 16:00:00,870899,103
2017-07-31 10:00:00,1501520400.0,2017-07-31 17:00:00,870891,103
2017-07-31 11:00:00,1501524000.0,2017-07-31 18:00:00,870895,103
2017-07-31 12:00:00,1501527600.0,2017-07-31 19:00:00,870901,103
2017-07-31 13:00:00,1501531200.0,2017-07-31 20:00:00,870896,103
2017-07-31 14:00:00,1501534800.0,2017-07-31 21:00:00,870906,103
2017-07-31 15:00:00,1501538400.0,2017-07-31 22:00:00,870893,103
2017-07-31 16:00:00,1501542000.0,2017-07-31 23:00:00,870900,103
2017-07-31 17:00:00,1501545600.0,2017-08-01 00:00:00,1175139,103
2017-07-31 18:00:00,1501549200.0,2017-08-01 01:00:00,1175128,103
2017-07-31 19:00:00,1501552800.0,2017-08-01 02:00:00,1175125,103
2017-07-31 20:00:00,1501556400.0,2017-08-01 03:00:00,1175131,103
2017-07-31 21:00:00,1501560000.0,2017-08-01 04:00:00,1175126,103
2017-07-31 22:00:00,1501563600.0,2017-08-01 05:00:00,1175117,103
2017-07-31 23:00:00,1501567200.0,2017-08-01 06:00:00,1175116,103
2017-08-01 00:00:00,1501570800.0,2017-08-01 07:00:00,1175136,103
2017-08-01 01:00:00,1501574400.0,2017-08-01 08:00:00,1175133,103
2017-08-01 02:00:00,1501578000.0,2017-08-01 09:00:00,1175124,103
2017-08-01 03:00:00,1501581600.0,2017-08-01 10:00:00,1175135,103
2017-08-01 04:00:00,1501585200.0,2017-08-01 11:00:00,1175118,103
2017-08-01 05:00:00,1501588800.0,2017-08-01 12:00:00,1175122,103
2017-08-01 06:00:00,1501592400.0,2017-08-01 13:00:00,1175129,103
2017-08-01 07:00:00,1501596000.0,2017-08-01 14:00:00,1175123,103
2017-08-01 08:00:00,1501599600.0,2017-08-01 15:00:00,1175138,103
2017-08-01 09:00:00,1501603200.0,2017-08-01 16:00:00,1175137,103
2017-08-01 10:00:00,1501606800.0,2017-08-01 17:00:00,1175119,103
2017-08-01 11:00:00,1501610400.0,2017-08-01 18:00:00,1175121,103
2017-08-01 12:00:00,1501614000.0,2017-08-01 19:00:00,1175120,103
2017-08-01 13:00:00,1501617600.0,2017-08-01 20:00:00,1175130,103
2017-08-01 14:00:00,1501621200.0,2017-08-01 21:00:00,1175127,103
2017-08-01 15:00:00,1501624800.0,2017-08-01 22:00:00,1175134,103
2017-08-01 16:00:00,1501628400.0,2017-08-01 23:00:00,1175132,103
2017-08-01 17:00:00,1501632000.0,2017-08-02 00:00:00,871123,103
2017-08-01 18:00:00,1501635600.0,2017-08-02 01:00:00,871136,103
2017-08-01 19:00:00,1501639200.0,2017-08-02 02:00:00,871127,103
2017-08-01 20:00:00,1501642800.0,2017-08-02 03:00:00,871140,103
2017-08-01 21:00:00,1501646400.0,2017-08-02 04:00:00,871128,103
2017-08-01 22:00:00,1501650000.0,2017-08-02 05:00:00,871141,103
2017-08-01 23:00:00,1501653600.0,2017-08-02 06:00:00,871121,103
2017-08-02 00:00:00,1501657200.0,2017-08-02 07:00:00,871129,103
2017-08-02 01:00:00,1501660800.0,2017-08-02 08:00:00,871135,103
2017-08-02 02:00:00,1501664400.0,2017-08-02 09:00:00,871139,103
2017-08-02 03:00:00,1501668000.0,2017-08-02 10:00:00,871125,103
2017-08-02 04:00:00,1501671600.0,2017-08-02 11:00:00,871138,103
2017-08-02 05:00:00,1501675200.0,2017-08-02 12:00:00,871137,103
2017-08-02 06:00:00,1501678800.0,2017-08-02 13:00:00,871124,103
2017-08-02 07:00:00,1501682400.0,2017-08-02 14:00:00,871126,103
2017-08-02 08:00:00,1501686000.0,2017-08-02 15:00:00,871130,103
2017-08-02 09:00:00,1501689600.0,2017-08-02 16:00:00,871132,103
2017-08-02 10:00:00,1501693200.0,2017-08-02 17:00:00,871142,103
2017-08-02 11:00:00,1501696800.0,2017-08-02 18:00:00,871134,103
2017-08-02 12:00:00,1501700400.0,2017-08-02 19:00:00,871120,103
2017-08-02 13:00:00,1501704000.0,2017-08-02 20:00:00,871133,103
2017-08-02 14:00:00,1501707600.0,2017-08-02 21:00:00,871119,103
2017-08-02 15:00:00,1501711200.0,2017-08-02 22:00:00,871122,103
2017-08-02 16:00:00,1501714800.0,2017-08-02 23:00:00,871131,103
2017-08-02 17:00:00,1501718400.0,2017-08-03 00:00:00,1175183,103
2017-08-02 18:00:00,1501722000.0,2017-08-03 01:00:00,1175178,103
2017-08-02 19:00:00,1501725600.0,2017-08-03 02:00:00,1175167,103
2017-08-02 20:00:00,1501729200.0,2017-08-03 03:00:00,1175175,103
2017-08-02 21:00:00,1501732800.0,2017-08-03 04:00:00,1175179,103
2017-08-02 22:00:00,1501736400.0,2017-08-03 05:00:00,1175184,103
2017-08-02 23:00:00,1501740000.0,2017-08-03 06:00:00,1175185,103
2017-08-03 00:00:00,1501743600.0,2017-08-03 07:00:00,1175187,103
2017-08-03 01:00:00,1501747200.0,2017-08-03 08:00:00,1175190,103
2017-08-03 02:00:00,1501750800.0,2017-08-03 09:00:00,1175180,103
2017-08-03 03:00:00,1501754400.0,2017-08-03 10:00:00,1175189,103
2017-08-03 04:00:00,1501758000.0,2017-08-03 11:00:00,1175169,103
2017-08-03 05:00:00,1501761600.0,2017-08-03 12:00:00,1175186,103
2017-08-03 06:00:00,1501765200.0,2017-08-03 13:00:00,1175174,103
2017-08-03 07:00:00,1501768800.0,2017-08-03 14:00:00,1175176,103
2017-08-03 08:00:00,1501772400.0,2017-08-03 15:00:00,1175177,103
2017-08-03 09:00:00,1501776000.0,2017-08-03 16:00:00,1175188,103
2017-08-03 10:00:00,1501779600.0,2017-08-03 17:00:00,1175170,103
2017-08-03 11:00:00,1501783200.0,2017-08-03 18:00:00,1175172,103
2017-08-03 12:00:00,1501786800.0,2017-08-03 19:00:00,1175171,103
2017-08-03 13:00:00,1501790400.0,2017-08-03 20:00:00,1175182,103
2017-08-03 14:00:00,1501794000.0,2017-08-03 21:00:00,1175181,103
2017-08-03 15:00:00,1501797600.0,2017-08-03 22:00:00,1175173,103
2017-08-03 16:00:00,1501801200.0,2017-08-03 23:00:00,1175168,103
2017-08-03 17:00:00,1501804800.0,2017-08-04 00:00:00,871197,103
2017-08-03 18:00:00,1501808400.0,2017-08-04 01:00:00,871203,103
2017-08-03 19:00:00,1501812000.0,2017-08-04 02:00:00,871198,103
2017-08-03 20:00:00,1501815600.0,2017-08-04 03:00:00,1174882,103
2017-08-03 21:00:00,1501819200.0,2017-08-04 04:00:00,1174869,103
2017-08-03 22:00:00,1501822800.0,2017-08-04 05:00:00,1174878,103
2017-08-03 23:00:00,1501826400.0,2017-08-04 06:00:00,1174877,103
2017-08-04 00:00:00,1501830000.0,2017-08-04 07:00:00,871202,103
2017-08-04 01:00:00,1501833600.0,2017-08-04 08:00:00,1174870,103
2017-08-04 02:00:00,1501837200.0,2017-08-04 09:00:00,1174871,103
2017-08-04 03:00:00,1501840800.0,2017-08-04 10:00:00,871204,103
2017-08-04 04:00:00,1501844400.0,2017-08-04 11:00:00,871199,103
2017-08-04 05:00:00,1501848000.0,2017-08-04 12:00:00,1174875,103
2017-08-04 06:00:00,1501851600.0,2017-08-04 13:00:00,871201,103
2017-08-04 07:00:00,1501855200.0,2017-08-04 14:00:00,1174873,103
2017-08-04 08:00:00,1501858800.0,2017-08-04 15:00:00,1174879,103
2017-08-04 09:00:00,1501862400.0,2017-08-04 16:00:00,1174876,103
2017-08-04 10:00:00,1501866000.0,2017-08-04 17:00:00,1174874,103
2017-08-04 11:00:00,1501869600.0,2017-08-04 18:00:00,1174881,103
2017-08-04 12:00:00,1501873200.0,2017-08-04 19:00:00,871200,103
2017-08-04 13:00:00,1501876800.0,2017-08-04 20:00:00,1174868,103
2017-08-04 14:00:00,1501880400.0,2017-08-04 21:00:00,1174883,103
2017-08-04 15:00:00,1501884000.0,2017-08-04 22:00:00,1174872,103
2017-08-04 16:00:00,1501887600.0,2017-08-04 23:00:00,1174880,103
2017-08-04 17:00:00,1501891200.0,2017-08-05 00:00:00,871194,103
2017-08-04 18:00:00,1501894800.0,2017-08-05 01:00:00,871176,103
2017-08-04 19:00:00,1501898400.0,2017-08-05 02:00:00,871174,103
2017-08-04 20:00:00,1501902000.0,2017-08-05 03:00:00,871196,103
2017-08-04 21:00:00,1501905600.0,2017-08-05 04:00:00,871177,103
2017-08-04 22:00:00,1501909200.0,2017-08-05 05:00:00,871182,103
2017-08-04 23:00:00,1501912800.0,2017-08-05 06:00:00,871173,103
2017-08-05 00:00:00,1501916400.0,2017-08-05 07:00:00,871185,103
2017-08-05 01:00:00,1501920000.0,2017-08-05 08:00:00,871191,103
2017-08-05 02:00:00,1501923600.0,2017-08-05 09:00:00,871192,103
2017-08-05 03:00:00,1501927200.0,2017-08-05 10:00:00,871175,103
2017-08-05 04:00:00,1501930800.0,2017-08-05 11:00:00,871188,103
2017-08-05 05:00:00,1501934400.0,2017-08-05 12:00:00,871184,103
2017-08-05 06:00:00,1501938000.0,2017-08-05 13:00:00,871195,103
2017-08-05 07:00:00,1501941600.0,2017-08-05 14:00:00,871189,103
2017-08-05 08:00:00,1501945200.0,2017-08-05 15:00:00,871187,103
2017-08-05 09:00:00,1501948800.0,2017-08-05 16:00:00,871181,103
2017-08-05 10:00:00,1501952400.0,2017-08-05 17:00:00,871179,103
2017-08-05 11:00:00,1501956000.0,2017-08-05 18:00:00,871193,103
2017-08-05 12:00:00,1501959600.0,2017-08-05 19:00:00,871183,103
2017-08-05 13:00:00,1501963200.0,2017-08-05 20:00:00,871186,103
2017-08-05 14:00:00,1501966800.0,2017-08-05 21:00:00,871178,103
2017-08-05 15:00:00,1501970400.0,2017-08-05 22:00:00,871190,103
2017-08-05 16:00:00,1501974000.0,2017-08-05 23:00:00,871180,103
2017-08-05 17:00:00,1501977600.0,2017-08-06 00:00:00,1174981,103
2017-08-05 18:00:00,1501981200.0,2017-08-06 01:00:00,1174991,103
2017-08-05 19:00:00,1501984800.0,2017-08-06 02:00:00,1174980,103
2017-08-05 20:00:00,1501988400.0,2017-08-06 03:00:00,1174987,103
2017-08-05 21:00:00,1501992000.0,2017-08-06 04:00:00,1174994,103
2017-08-05 22:00:00,1501995600.0,2017-08-06 05:00:00,1174988,103
2017-08-05 23:00:00,1501999200.0,2017-08-06 06:00:00,1174984,103
2017-08-06 00:00:00,1502002800.0,2017-08-06 07:00:00,1174985,103
2017-08-06 01:00:00,1502006400.0,2017-08-06 08:00:00,1174993,103
2017-08-06 02:00:00,1502010000.0,2017-08-06 09:00:00,1174982,103
2017-08-06 11:00:00,1502042400.0,2017-08-06 18:00:00,1174989,103
2017-08-06 12:00:00,1502046000.0,2017-08-06 19:00:00,1174995,103
2017-08-06 13:00:00,1502049600.0,2017-08-06 20:00:00,1174983,103
2017-08-06 14:00:00,1502053200.0,2017-08-06 21:00:00,1174990,103
2017-08-06 15:00:00,1502056800.0,2017-08-06 22:00:00,1174986,103
2017-08-06 16:00:00,1502060400.0,2017-08-06 23:00:00,1174992,103
2017-08-06 17:00:00,1502064000.0,2017-08-07 00:00:00,1174957,103
2017-08-06 18:00:00,1502067600.0,2017-08-07 01:00:00,1174962,103
2017-08-06 19:00:00,1502071200.0,2017-08-07 02:00:00,1174972,103
2017-08-06 20:00:00,1502074800.0,2017-08-07 03:00:00,1174977,103
2017-08-06 21:00:00,1502078400.0,2017-08-07 04:00:00,1174967,103
2017-08-06 22:00:00,1502082000.0,2017-08-07 05:00:00,1174978,103
2017-08-06 23:00:00,1502085600.0,2017-08-07 06:00:00,1174960,103
2017-08-07 00:00:00,1502089200.0,2017-08-07 07:00:00,1174964,103
2017-08-07 01:00:00,1502092800.0,2017-08-07 08:00:00,1174975,103
2017-08-07 02:00:00,1502096400.0,2017-08-07 09:00:00,1174969,103
2017-08-07 03:00:00,1502100000.0,2017-08-07 10:00:00,1174956,103
2017-08-07 04:00:00,1502103600.0,2017-08-07 11:00:00,1174961,103
2017-08-07 05:00:00,1502107200.0,2017-08-07 12:00:00,1174958,103
2017-08-07 06:00:00,1502110800.0,2017-08-07 13:00:00,1174971,103
2017-08-07 07:00:00,1502114400.0,2017-08-07 14:00:00,1174966,103
2017-08-07 08:00:00,1502118000.0,2017-08-07 15:00:00,1174970,103
2017-08-07 09:00:00,1502121600.0,2017-08-07 16:00:00,1174976,103
2017-08-07 10:00:00,1502125200.0,2017-08-07 17:00:00,1174959,103
2017-08-07 11:00:00,1502128800.0,2017-08-07 18:00:00,1174963,103
2017-08-07 12:00:00,1502132400.0,2017-08-07 19:00:00,1174968,103
2017-08-07 13:00:00,1502136000.0,2017-08-07 20:00:00,1174974,103
2017-08-07 14:00:00,1502139600.0,2017-08-07 21:00:00,1174965,103
2017-08-07 15:00:00,1502143200.0,2017-08-07 22:00:00,1174973,103
2017-08-07 16:00:00,1502146800.0,2017-08-07 23:00:00,1174979,103
2017-08-07 17:00:00,1502150400.0,2017-08-08 00:00:00,1175020,103
2017-08-07 18:00:00,1502154000.0,2017-08-08 01:00:00,1175042,103
2017-08-07 19:00:00,1502157600.0,2017-08-08 02:00:00,1175022,103
2017-08-07 20:00:00,1502161200.0,2017-08-08 03:00:00,1175041,103
2017-08-07 21:00:00,1502164800.0,2017-08-08 04:00:00,1175036,103
2017-08-07 22:00:00,1502168400.0,2017-08-08 05:00:00,1175027,103
2017-08-07 23:00:00,1502172000.0,2017-08-08 06:00:00,1175032,103
2017-08-08 00:00:00,1502175600.0,2017-08-08 07:00:00,1175043,103
2017-08-08 01:00:00,1502179200.0,2017-08-08 08:00:00,1175034,103
2017-08-08 02:00:00,1502182800.0,2017-08-08 09:00:00,1175024,103
2017-08-08 03:00:00,1502186400.0,2017-08-08 10:00:00,1175025,103
2017-08-08 04:00:00,1502190000.0,2017-08-08 11:00:00,1175037,103
2017-08-08 05:00:00,1502193600.0,2017-08-08 12:00:00,1175033,103
2017-08-08 06:00:00,1502197200.0,2017-08-08 13:00:00,1175028,103
2017-08-08 07:00:00,1502200800.0,2017-08-08 14:00:00,1175026,103
2017-08-08 08:00:00,1502204400.0,2017-08-08 15:00:00,1175023,103
2017-08-08 09:00:00,1502208000.0,2017-08-08 16:00:00,1175029,103
2017-08-08 10:00:00,1502211600.0,2017-08-08 17:00:00,1175031,103
2017-08-08 11:00:00,1502215200.0,2017-08-08 18:00:00,1175030,103
2017-08-08 12:00:00,1502218800.0,2017-08-08 19:00:00,1175035,103
2017-08-08 13:00:00,1502222400.0,2017-08-08 20:00:00,1175021,103
2017-08-08 14:00:00,1502226000.0,2017-08-08 21:00:00,1175040,103
2017-08-08 15:00:00,1502229600.0,2017-08-08 22:00:00,1175039,103
2017-08-08 16:00:00,1502233200.0,2017-08-08 23:00:00,1175038,103
2017-08-08 17:00:00,1502236800.0,2017-08-09 00:00:00,1174929,103
2017-08-08 18:00:00,1502240400.0,2017-08-09 01:00:00,1174918,103
2017-08-08 19:00:00,1502244000.0,2017-08-09 02:00:00,1174919,103
2017-08-08 20:00:00,1502247600.0,2017-08-09 03:00:00,1174908,103
2017-08-08 21:00:00,1502251200.0,2017-08-09 04:00:00,1174931,103
